fold_num,train,ID
0,1,A231
0,1,A199
0,1,A212
0,1,A228
0,1,A219
0,1,A208
0,1,A224
0,1,A232
0,1,A213
0,1,A198
0,1,A214
0,1,A193
0,1,A195
0,1,A210
0,1,A222
0,1,A203
0,1,A216
0,1,A189
0,1,A215
0,1,A223
0,1,A221
0,1,A207
0,1,A230
0,1,A241
0,1,A196
0,1,A233
0,1,A204
0,1,A249
0,1,A192
0,1,A253
0,1,A206
0,1,A254
0,1,A194
0,1,A211
0,1,A197
0,1,A226
0,1,A227
0,1,A234
0,1,A201
0,1,A209
0,1,A205
0,1,A220
0,0,A032
0,0,A508
0,0,A024
0,0,A507
0,0,A126
0,0,A015
0,0,A123
0,0,A021
0,0,A501
0,0,A504
0,0,A038
0,0,A096
0,0,A066
0,0,A412
0,0,A042
0,0,A102
0,0,A035
0,0,A144
0,0,A045
0,0,A112
0,0,A058
0,0,A091
0,0,A109
0,0,A101
0,0,A105
0,0,A076
0,0,A040
0,0,A062
0,0,A051
0,0,A402
0,0,A111
0,0,A119
0,0,A033
0,0,A178
0,0,A182
0,0,A186
0,0,A161
0,0,A170
0,0,A187
0,0,A171
0,0,A301
0,0,A162
0,0,A303
0,0,A242
0,0,A218
0,0,A200
0,0,A202
0,0,A217
0,0,A191
0,0,A229
0,0,A190
0,0,A225
0,0,A255
1,1,A004
1,1,A013
1,1,A018
1,1,A113
1,1,A115
1,1,A114
1,1,A012
1,1,A029
1,1,A125
1,1,A008
1,1,A006
1,1,A030
1,1,A503
1,1,A116
1,1,A003
1,1,A505
1,1,A023
1,1,A016
1,1,A500
1,1,A027
1,1,A009
1,1,A002
1,1,A502
1,1,A031
1,1,A014
1,1,A026
1,1,A025
1,1,A001
1,1,A019
1,1,A000
1,1,A032
1,1,A508
1,1,A024
1,1,A507
1,1,A126
1,1,A015
1,1,A123
1,1,A021
1,1,A501
1,1,A504
1,1,A104
1,1,A046
1,1,A039
1,1,A098
1,1,A047
1,1,A056
1,1,A403
1,1,A073
1,1,A143
1,1,A067
1,1,A138
1,1,A100
1,1,A137
1,1,A071
1,1,A148
1,1,A084
1,1,A079
1,1,A132
1,1,A055
1,1,A400
1,1,A043
1,1,A415
1,1,A089
1,1,A408
1,1,A141
1,1,A054
1,1,A419
1,1,A139
1,1,A077
1,1,A052
1,1,A060
1,1,A146
1,1,A416
1,1,A147
1,1,A411
1,1,A034
1,1,A108
1,1,A136
1,1,A070
1,1,A082
1,1,A099
1,1,A140
1,1,A081
1,1,A135
1,1,A418
1,1,A122
1,1,A131
1,1,A095
1,1,A409
1,1,A097
1,1,A142
1,1,A086
1,1,A061
1,1,A417
1,1,A036
1,1,A130
1,1,A037
1,1,A107
1,1,A068
1,1,A120
1,1,A065
1,1,A407
1,1,A133
1,1,A078
1,1,A044
1,1,A118
1,1,A075
1,1,A038
1,1,A096
1,1,A066
1,1,A412
1,1,A042
1,1,A102
1,1,A035
1,1,A144
1,1,A045
1,1,A112
1,1,A058
1,1,A091
1,1,A109
1,1,A101
1,1,A105
1,1,A076
1,1,A040
1,1,A062
1,1,A051
1,1,A402
1,1,A111
1,1,A119
1,1,A033
1,1,A168
1,1,A174
1,1,A185
1,1,A322
1,1,A166
1,1,A329
1,1,A310
1,1,A331
1,1,A324
1,1,A308
1,1,A181
1,1,A180
1,1,A188
1,1,A175
1,1,A165
1,1,A333
1,1,A184
1,1,A313
1,1,A320
1,1,A179
1,1,A326
1,1,A178
1,1,A182
1,1,A186
1,1,A161
1,1,A170
1,1,A187
1,1,A169
1,1,A318
1,1,A172
1,1,A304
1,1,A307
1,1,A183
1,1,A306
1,1,A163
1,1,A327
1,1,A167
1,1,A314
1,1,A328
1,1,A171
1,1,A301
1,1,A162
1,1,A303
1,1,A231
1,1,A199
1,1,A212
1,1,A228
1,1,A219
1,1,A208
1,1,A224
1,1,A232
1,1,A213
1,1,A198
1,1,A214
1,1,A193
1,1,A195
1,1,A210
1,1,A222
1,1,A203
1,1,A216
1,1,A189
1,1,A215
1,1,A223
1,1,A221
1,1,A207
1,1,A230
1,1,A241
1,1,A196
1,1,A233
1,1,A204
1,1,A249
1,1,A192
1,1,A253
1,1,A206
1,1,A242
1,1,A218
1,1,A200
1,1,A202
1,1,A217
1,1,A191
1,1,A229
1,1,A190
1,1,A225
1,1,A255
1,0,A022
1,0,A509
1,0,A506
1,0,A020
1,0,A011
1,0,A017
1,0,A005
1,0,A028
1,0,A010
1,0,A117
1,0,A041
1,0,A050
1,0,A134
1,0,A410
1,0,A103
1,0,A093
1,0,A092
1,0,A110
1,0,A057
1,0,A048
1,0,A072
1,0,A088
1,0,A049
1,0,A053
1,0,A145
1,0,A087
1,0,A074
1,0,A413
1,0,A085
1,0,A080
1,0,A069
1,0,A106
1,0,A083
1,0,A305
1,0,A321
1,0,A164
1,0,A325
1,0,A330
1,0,A173
1,0,A311
1,0,A316
1,0,A302
1,0,A254
1,0,A194
1,0,A211
1,0,A197
1,0,A226
1,0,A227
1,0,A234
1,0,A201
1,0,A209
1,0,A205
1,0,A220
2,1,A004
2,1,A013
2,1,A018
2,1,A113
2,1,A115
2,1,A114
2,1,A012
2,1,A029
2,1,A125
2,1,A008
2,1,A006
2,1,A030
2,1,A503
2,1,A116
2,1,A003
2,1,A505
2,1,A023
2,1,A016
2,1,A500
2,1,A027
2,1,A022
2,1,A509
2,1,A506
2,1,A020
2,1,A011
2,1,A017
2,1,A005
2,1,A028
2,1,A010
2,1,A117
2,1,A032
2,1,A508
2,1,A024
2,1,A507
2,1,A126
2,1,A015
2,1,A123
2,1,A021
2,1,A501
2,1,A504
2,1,A104
2,1,A046
2,1,A039
2,1,A098
2,1,A047
2,1,A056
2,1,A403
2,1,A073
2,1,A143
2,1,A067
2,1,A138
2,1,A100
2,1,A137
2,1,A071
2,1,A148
2,1,A084
2,1,A079
2,1,A132
2,1,A055
2,1,A400
2,1,A043
2,1,A415
2,1,A089
2,1,A408
2,1,A141
2,1,A054
2,1,A419
2,1,A139
2,1,A077
2,1,A052
2,1,A060
2,1,A146
2,1,A416
2,1,A147
2,1,A411
2,1,A034
2,1,A108
2,1,A136
2,1,A070
2,1,A082
2,1,A099
2,1,A140
2,1,A081
2,1,A135
2,1,A041
2,1,A050
2,1,A134
2,1,A410
2,1,A103
2,1,A093
2,1,A092
2,1,A110
2,1,A057
2,1,A048
2,1,A072
2,1,A088
2,1,A049
2,1,A053
2,1,A145
2,1,A087
2,1,A074
2,1,A413
2,1,A085
2,1,A080
2,1,A069
2,1,A106
2,1,A083
2,1,A038
2,1,A096
2,1,A066
2,1,A412
2,1,A042
2,1,A102
2,1,A035
2,1,A144
2,1,A045
2,1,A112
2,1,A058
2,1,A091
2,1,A109
2,1,A101
2,1,A105
2,1,A076
2,1,A040
2,1,A062
2,1,A051
2,1,A402
2,1,A111
2,1,A119
2,1,A033
2,1,A168
2,1,A174
2,1,A185
2,1,A322
2,1,A166
2,1,A329
2,1,A310
2,1,A331
2,1,A324
2,1,A308
2,1,A181
2,1,A180
2,1,A188
2,1,A175
2,1,A305
2,1,A321
2,1,A164
2,1,A325
2,1,A330
2,1,A173
2,1,A178
2,1,A182
2,1,A186
2,1,A161
2,1,A170
2,1,A187
2,1,A169
2,1,A318
2,1,A172
2,1,A304
2,1,A307
2,1,A183
2,1,A306
2,1,A163
2,1,A311
2,1,A316
2,1,A302
2,1,A171
2,1,A301
2,1,A162
2,1,A303
2,1,A231
2,1,A199
2,1,A212
2,1,A228
2,1,A219
2,1,A208
2,1,A224
2,1,A232
2,1,A213
2,1,A198
2,1,A214
2,1,A193
2,1,A195
2,1,A210
2,1,A222
2,1,A203
2,1,A216
2,1,A189
2,1,A215
2,1,A223
2,1,A221
2,1,A254
2,1,A194
2,1,A211
2,1,A197
2,1,A226
2,1,A227
2,1,A234
2,1,A201
2,1,A209
2,1,A205
2,1,A220
2,1,A242
2,1,A218
2,1,A200
2,1,A202
2,1,A217
2,1,A191
2,1,A229
2,1,A190
2,1,A225
2,1,A255
2,0,A009
2,0,A002
2,0,A502
2,0,A031
2,0,A014
2,0,A026
2,0,A025
2,0,A001
2,0,A019
2,0,A000
2,0,A418
2,0,A122
2,0,A131
2,0,A095
2,0,A409
2,0,A097
2,0,A142
2,0,A086
2,0,A061
2,0,A417
2,0,A036
2,0,A130
2,0,A037
2,0,A107
2,0,A068
2,0,A120
2,0,A065
2,0,A407
2,0,A133
2,0,A078
2,0,A044
2,0,A118
2,0,A075
2,0,A165
2,0,A333
2,0,A184
2,0,A313
2,0,A320
2,0,A179
2,0,A326
2,0,A327
2,0,A167
2,0,A314
2,0,A328
2,0,A207
2,0,A230
2,0,A241
2,0,A196
2,0,A233
2,0,A204
2,0,A249
2,0,A192
2,0,A253
2,0,A206
3,1,A004
3,1,A013
3,1,A018
3,1,A113
3,1,A115
3,1,A114
3,1,A012
3,1,A029
3,1,A125
3,1,A008
3,1,A009
3,1,A002
3,1,A502
3,1,A031
3,1,A014
3,1,A026
3,1,A025
3,1,A001
3,1,A019
3,1,A000
3,1,A022
3,1,A509
3,1,A506
3,1,A020
3,1,A011
3,1,A017
3,1,A005
3,1,A028
3,1,A010
3,1,A117
3,1,A032
3,1,A508
3,1,A024
3,1,A507
3,1,A126
3,1,A015
3,1,A123
3,1,A021
3,1,A501
3,1,A504
3,1,A104
3,1,A046
3,1,A039
3,1,A098
3,1,A047
3,1,A056
3,1,A403
3,1,A073
3,1,A143
3,1,A067
3,1,A138
3,1,A100
3,1,A137
3,1,A071
3,1,A148
3,1,A084
3,1,A079
3,1,A132
3,1,A055
3,1,A400
3,1,A043
3,1,A415
3,1,A418
3,1,A122
3,1,A131
3,1,A095
3,1,A409
3,1,A097
3,1,A142
3,1,A086
3,1,A061
3,1,A417
3,1,A036
3,1,A130
3,1,A037
3,1,A107
3,1,A068
3,1,A120
3,1,A065
3,1,A407
3,1,A133
3,1,A078
3,1,A044
3,1,A118
3,1,A075
3,1,A041
3,1,A050
3,1,A134
3,1,A410
3,1,A103
3,1,A093
3,1,A092
3,1,A110
3,1,A057
3,1,A048
3,1,A072
3,1,A088
3,1,A049
3,1,A053
3,1,A145
3,1,A087
3,1,A074
3,1,A413
3,1,A085
3,1,A080
3,1,A069
3,1,A106
3,1,A083
3,1,A038
3,1,A096
3,1,A066
3,1,A412
3,1,A042
3,1,A102
3,1,A035
3,1,A144
3,1,A045
3,1,A112
3,1,A058
3,1,A091
3,1,A109
3,1,A101
3,1,A105
3,1,A076
3,1,A040
3,1,A062
3,1,A051
3,1,A402
3,1,A111
3,1,A119
3,1,A033
3,1,A168
3,1,A174
3,1,A185
3,1,A322
3,1,A166
3,1,A329
3,1,A310
3,1,A165
3,1,A333
3,1,A184
3,1,A313
3,1,A320
3,1,A179
3,1,A326
3,1,A305
3,1,A321
3,1,A164
3,1,A325
3,1,A330
3,1,A173
3,1,A178
3,1,A182
3,1,A186
3,1,A161
3,1,A170
3,1,A187
3,1,A169
3,1,A318
3,1,A172
3,1,A304
3,1,A327
3,1,A167
3,1,A314
3,1,A328
3,1,A311
3,1,A316
3,1,A302
3,1,A171
3,1,A301
3,1,A162
3,1,A303
3,1,A231
3,1,A199
3,1,A212
3,1,A228
3,1,A219
3,1,A208
3,1,A224
3,1,A232
3,1,A213
3,1,A198
3,1,A214
3,1,A207
3,1,A230
3,1,A241
3,1,A196
3,1,A233
3,1,A204
3,1,A249
3,1,A192
3,1,A253
3,1,A206
3,1,A254
3,1,A194
3,1,A211
3,1,A197
3,1,A226
3,1,A227
3,1,A234
3,1,A201
3,1,A209
3,1,A205
3,1,A220
3,1,A242
3,1,A218
3,1,A200
3,1,A202
3,1,A217
3,1,A191
3,1,A229
3,1,A190
3,1,A225
3,1,A255
3,0,A006
3,0,A030
3,0,A503
3,0,A116
3,0,A003
3,0,A505
3,0,A023
3,0,A016
3,0,A500
3,0,A027
3,0,A089
3,0,A408
3,0,A141
3,0,A054
3,0,A419
3,0,A139
3,0,A077
3,0,A052
3,0,A060
3,0,A146
3,0,A416
3,0,A147
3,0,A411
3,0,A034
3,0,A108
3,0,A136
3,0,A070
3,0,A082
3,0,A099
3,0,A140
3,0,A081
3,0,A135
3,0,A331
3,0,A324
3,0,A308
3,0,A181
3,0,A180
3,0,A188
3,0,A175
3,0,A307
3,0,A183
3,0,A306
3,0,A163
3,0,A193
3,0,A195
3,0,A210
3,0,A222
3,0,A203
3,0,A216
3,0,A189
3,0,A215
3,0,A223
3,0,A221
4,1,A006
4,1,A030
4,1,A503
4,1,A116
4,1,A003
4,1,A505
4,1,A023
4,1,A016
4,1,A500
4,1,A027
4,1,A009
4,1,A002
4,1,A502
4,1,A031
4,1,A014
4,1,A026
4,1,A025
4,1,A001
4,1,A019
4,1,A000
4,1,A022
4,1,A509
4,1,A506
4,1,A020
4,1,A011
4,1,A017
4,1,A005
4,1,A028
4,1,A010
4,1,A117
4,1,A032
4,1,A508
4,1,A024
4,1,A507
4,1,A126
4,1,A015
4,1,A123
4,1,A021
4,1,A501
4,1,A504
4,1,A089
4,1,A408
4,1,A141
4,1,A054
4,1,A419
4,1,A139
4,1,A077
4,1,A052
4,1,A060
4,1,A146
4,1,A416
4,1,A147
4,1,A411
4,1,A034
4,1,A108
4,1,A136
4,1,A070
4,1,A082
4,1,A099
4,1,A140
4,1,A081
4,1,A135
4,1,A418
4,1,A122
4,1,A131
4,1,A095
4,1,A409
4,1,A097
4,1,A142
4,1,A086
4,1,A061
4,1,A417
4,1,A036
4,1,A130
4,1,A037
4,1,A107
4,1,A068
4,1,A120
4,1,A065
4,1,A407
4,1,A133
4,1,A078
4,1,A044
4,1,A118
4,1,A075
4,1,A041
4,1,A050
4,1,A134
4,1,A410
4,1,A103
4,1,A093
4,1,A092
4,1,A110
4,1,A057
4,1,A048
4,1,A072
4,1,A088
4,1,A049
4,1,A053
4,1,A145
4,1,A087
4,1,A074
4,1,A413
4,1,A085
4,1,A080
4,1,A069
4,1,A106
4,1,A083
4,1,A038
4,1,A096
4,1,A066
4,1,A412
4,1,A042
4,1,A102
4,1,A035
4,1,A144
4,1,A045
4,1,A112
4,1,A058
4,1,A091
4,1,A109
4,1,A101
4,1,A105
4,1,A076
4,1,A040
4,1,A062
4,1,A051
4,1,A402
4,1,A111
4,1,A119
4,1,A033
4,1,A331
4,1,A324
4,1,A308
4,1,A181
4,1,A180
4,1,A188
4,1,A175
4,1,A165
4,1,A333
4,1,A184
4,1,A313
4,1,A320
4,1,A179
4,1,A326
4,1,A305
4,1,A321
4,1,A164
4,1,A325
4,1,A330
4,1,A173
4,1,A178
4,1,A182
4,1,A186
4,1,A161
4,1,A170
4,1,A187
4,1,A307
4,1,A183
4,1,A306
4,1,A163
4,1,A327
4,1,A167
4,1,A314
4,1,A328
4,1,A311
4,1,A316
4,1,A302
4,1,A171
4,1,A301
4,1,A162
4,1,A303
4,1,A193
4,1,A195
4,1,A210
4,1,A222
4,1,A203
4,1,A216
4,1,A189
4,1,A215
4,1,A223
4,1,A221
4,1,A207
4,1,A230
4,1,A241
4,1,A196
4,1,A233
4,1,A204
4,1,A249
4,1,A192
4,1,A253
4,1,A206
4,1,A254
4,1,A194
4,1,A211
4,1,A197
4,1,A226
4,1,A227
4,1,A234
4,1,A201
4,1,A209
4,1,A205
4,1,A220
4,1,A242
4,1,A218
4,1,A200
4,1,A202
4,1,A217
4,1,A191
4,1,A229
4,1,A190
4,1,A225
4,1,A255
4,0,A004
4,0,A013
4,0,A018
4,0,A113
4,0,A115
4,0,A114
4,0,A012
4,0,A029
4,0,A125
4,0,A008
4,0,A104
4,0,A046
4,0,A039
4,0,A098
4,0,A047
4,0,A056
4,0,A403
4,0,A073
4,0,A143
4,0,A067
4,0,A138
4,0,A100
4,0,A137
4,0,A071
4,0,A148
4,0,A084
4,0,A079
4,0,A132
4,0,A055
4,0,A400
4,0,A043
4,0,A415
4,0,A168
4,0,A174
4,0,A185
4,0,A322
4,0,A166
4,0,A329
4,0,A310
4,0,A169
4,0,A318
4,0,A172
4,0,A304
4,0,A231
4,0,A199
4,0,A212
4,0,A228
4,0,A219
4,0,A208
4,0,A224
4,0,A232
4,0,A213
4,0,A198
4,0,A214
